	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DNM1	75.75075508	-0.870414297	0.756557011	-1.150493995	0.249940466	0.999652389
DNM1L	57.51512128	-0.378680776	0.524048549	-0.722606285	0.469921806	0.999652389
DNM2	180.7475994	0.318221687	0.360228208	0.883389141	0.377026056	0.999652389
DNM3	3.015856603	-0.396213931	0.896531099	-0.44194109	0.658531836	0.999652389
DNMBP	91.76915178	-0.605542703	0.39362895	-1.538359165	0.123960821	0.999652389
DNMT1	92.77358313	0.438520776	1.020956482	0.429519557	0.667545164	0.999652389
DNMT3A	36.14829955	-0.093202888	0.64759672	-0.143921185	0.885562706	0.999652389
DNMT3B	8.197890954	-0.505111681	0.822217586	-0.614328481	0.538998286	0.999652389
DNPEP	44.84783474	-0.187099342	0.355605344	-0.526143222	0.5987887	0.999652389
DNPH1	7.915919839	-0.421884026	0.656972718	-0.642163691	0.520766906	0.999652389
DNTTIP1	25.27205928	0.072424871	0.550007235	0.131679851	0.895237523	0.999652389
DNTTIP2	40.22726467	0.120913214	0.386359257	0.312955396	0.75431455	0.999652389
DOC2B	6.807131634	1.359271866	1.108916428	1.22576583	0.220286809	0.999652389
DOCK1	137.0817552	-0.302996515	0.459267586	-0.659738514	0.509421646	0.999652389
DOCK10	48.15463016	-0.133413554	0.713260415	-0.187047467	0.851623416	0.999652389
DOCK11	52.31987542	0.045294902	0.635177023	0.071310674	0.9431505	0.999652389
DOCK2	0.615652326	-2.41157155	3.264855624	-0.738645695	0.460122169	0.999652389
DOCK3	15.97343513	-0.619510643	1.294806862	-0.478457955	0.632324293	0.999652389
DOCK4	21.12031952	0.597962286	0.949147989	0.629999002	0.528695237	0.999652389
DOCK5	174.8037466	-0.110533704	0.338198223	-0.326831121	0.74379562	0.999652389
DOCK6	34.04712105	-0.377398176	0.718134311	-0.525525895	0.599217657	0.999652389
DOCK7	76.90073336	0.170695768	0.596755765	0.286039579	0.774847808	0.999652389
DOCK8	0.355345854	2.047685175	3.800797496	0.538751453	0.590058365	0.999652389
DOCK9	35.03471839	-0.710695568	0.623742349	-1.139405668	0.254533993	0.999652389
DOHH	10.47145142	0.537674367	0.493202223	1.090170202	0.275638177	0.999652389
DOK1	33.50082625	0.087112744	0.809680749	0.107589002	0.914321722	0.999652389
DOK2	0.843778774	2.56228849	3.789915049	0.676080719	0.498989398	0.999652389
DOK3	5.312201388	-0.527845716	0.943215447	-0.559623697	0.575736138	0.999652389
DOK4	38.20560103	0.343923329	0.67824664	0.507077084	0.612100733	0.999652389
DOK5	19.31684411	0.777896977	0.850320196	0.914828297	0.360281777	0.999652389
DOK6	5.723080617	2.136232631	1.231598199	1.734520749	0.082825728	0.999652389
DOK7	1.970417471	-3.413027188	1.590370656	-2.146057697	0.031868376	0.999652389
DOLK	21.08418881	0.055016726	0.470089553	0.117034563	0.906832664	0.999652389
DOLPP1	8.174227858	1.004051702	1.207139585	0.831761061	0.405543827	0.999652389
DONSON	8.845611918	-0.658324078	0.872840522	-0.7542318	0.450710046	0.999652389
DOP1A	20.18222273	1.243413066	0.709294747	1.753027314	0.079597319	0.999652389
DOP1B	63.25994428	0.155984778	0.352638533	0.442336169	0.658245962	0.999652389
DOT1L	123.3908194	-0.614973796	0.367815769	-1.671961475	0.094531919	0.999652389
DPAGT1	10.26018674	-1.383455377	1.094372968	-1.264153463	0.206174951	0.999652389
DPCD	7.578600954	0.341492087	0.725426293	0.470746774	0.637821578	0.999652389
DPEP2	0.051344123	-0.314262727	3.819700862	-0.082274172	0.934428692	0.999652389
DPEP2NB	0.040567783	-0.314262727	3.819700862	-0.082274172	0.934428692	0.999652389
DPF1	1.679020541	-0.989803088	1.671811405	-0.592054274	0.553814245	0.999652389
DPF2	31.88763571	0.380029638	0.497392116	0.764044354	0.444840811	0.999652389
DPF3	4.039113309	0.996532916	1.721486525	0.578879301	0.562670618	0.999652389
DPH1	23.32879457	0.957431191	0.647581944	1.478471104	0.139281726	0.999652389
DPH2	9.666484345	-1.102790116	1.200913461	-0.918292743	0.358465626	0.999652389
DPH3	16.73025445	-0.149855169	0.372978424	-0.401779725	0.687846145	0.999652389
DPH5	4.839459806	2.376691757	1.34128765	1.771947841	0.076403216	0.999652389
DPH6	3.916418433	0.496688656	1.144400402	0.434016499	0.66427646	0.999652389
DPH7	5.945762837	0.522293202	1.034394842	0.50492634	0.613610573	0.999652389
DPM1	11.50846534	0.34735092	0.647698697	0.536284729	0.591761783	0.999652389
DPM2	9.872979866	0.321937294	0.936679358	0.343700639	0.73107143	0.999652389
DPM3	6.845211666	-0.29572447	0.727515859	-0.406485256	0.684386088	0.999652389
DPP3	34.24311192	0.328153169	0.344879509	0.951500919	0.341350152	0.999652389
DPP4	128.2846407	-0.726817828	1.305635404	-0.556677481	0.577747805	0.999652389
DPP6	1.216264747	1.077242355	2.008928898	0.536227218	0.591801524	0.999652389
DPP7	52.77140375	0.864237768	0.754865098	1.144890353	0.252254581	0.999652389
DPP8	58.04837854	-0.293178426	0.244801991	-1.19761455	0.231067109	0.999652389
DPP9	112.9418466	0.288956032	0.391645449	0.73780005	0.460635963	0.999652389
DPPA2	0.081946148	-0.918100043	3.811788102	-0.240858101	0.809665097	0.999652389
DPPA4	0.197942489	-1.330789924	3.812116775	-0.349094742	0.727018183	0.999652389
DPT	5.044869924	-1.393177457	1.743346058	-0.799139936	0.424209275	0.999652389
DPY19L1	34.68559676	0.039840555	0.484047395	0.082307136	0.93440248	0.999652389
DPY19L2	3.067596678	-0.907667283	1.260791975	-0.719918354	0.471575267	0.999652389
DPY19L3	27.75354658	-0.478358572	0.574881649	-0.83209922	0.405352942	0.999652389
DPY19L4	23.94040943	-0.087999927	0.336775075	-0.26130178	0.793859794	0.999652389
DPY30	6.961539404	0.553995141	0.850188752	0.651614291	0.514650026	0.999652389
DPYD	49.26707562	-0.363030883	0.773826378	-0.469137384	0.638971439	0.999652389
DPYSL2	703.7688569	0.347428705	0.469914475	0.739344546	0.459697806	0.999652389
DPYSL3	150.7769291	0.170979802	0.492327899	0.347288469	0.728374613	0.999652389
DPYSL4	15.86873746	-1.92801496	1.191913317	-1.617579846	0.105753175	0.999652389
DPYSL5	12.84036074	0.201774668	2.760407873	0.073095962	0.941729755	0.999652389
DR1	84.4458375	0.052712536	0.245069927	0.215091816	0.829695734	0.999652389
DRAM1	117.9423889	0.409907473	0.6128638	0.668839427	0.503597913	0.999652389
DRAM2	4.170470574	0.728296566	1.643772212	0.443064167	0.657719322	0.999652389
DRAP1	147.0200611	0.289200269	0.447836035	0.645772663	0.518426594	0.999652389
DRC1	0.030655319	-0.655432609	3.819700862	-0.171592654	0.863757783	0.999652389
DRC3	0.929718981	-0.027924668	2.043386539	-0.013665876	0.989096548	0.999652389
DRC7	0.041952918	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
DRD1	0.340218605	0.843778021	3.818337374	0.220980479	0.825107633	0.999652389
DRD2	0.305542088	-1.05991806	3.807628156	-0.278367009	0.780730642	0.999652389
DRD4	1.191228237	-0.931903879	1.504916979	-0.619239394	0.535758663	0.999652389
DRD5	0.04562375	-0.148551099	3.819700862	-0.038890768	0.968977477	0.999652389
DRG1	21.50744827	0.651154457	0.436491379	1.491792251	0.135753616	0.999652389
DRG2	15.05099932	-1.32302272	0.841900816	-1.571471003	0.116073285	0.999652389
DRICH1	1.144531585	-0.316385402	1.685379281	-0.187723562	0.851093359	0.999652389
DROSHA	63.57759307	-0.252959936	0.423282373	-0.597615096	0.550096789	0.999652389
DRP2	4.121567243	0.637755418	1.211693968	0.52633374	0.598656344	0.999652389
DSC1	0.372929138	-0.84896393	3.788780255	-0.224073151	0.822700384	0.999652389
DSC2	2.065784003	0.374812383	1.390482123	0.269555701	0.787502085	0.999652389
DSC3	1.89098493	1.305424556	1.326895903	0.983818364	0.325204829	0.999652389
DSCAM	0.088886441	0.387574125	3.819700862	0.101467141	0.919179641	0.999652389
DSCAML1	0.085229148	0.641019459	3.819700862	0.167819283	0.866725452	0.999652389
DSCC1	5.124719061	-0.584836532	0.978042663	-0.597966279	0.549862434	0.999652389
DSE	93.40740347	0.340798373	0.556175343	0.612753473	0.540039359	0.999652389
DSEL	165.85683	0.203907415	0.471429881	0.432529679	0.665356486	0.999652389
DSG2	48.05257474	1.613049649	1.001608004	1.610460024	0.107297466	0.999652389
DSG3	1.512972906	-0.895447837	1.130485308	-0.79209153	0.428307309	0.999652389
DSN1	21.48598955	0.60087838	0.628474867	0.956089753	0.339026891	0.999652389
DSP	428.0791506	0.249730953	0.936369181	0.266701381	0.789699091	0.999652389
DST	1345.450466	-0.111874822	0.486284453	-0.230060453	0.818044794	0.999652389
DSTN	162.4561539	0.866354637	0.422742003	2.049369666	0.040425981	0.999652389
DSTYK	69.07242353	-0.1358267	0.310050275	-0.438079599	0.661328583	0.999652389
DTD1	23.29522161	0.232031498	0.381230047	0.608639062	0.542763707	0.999652389
DTD2	21.88366958	-0.025227423	0.570706623	-0.044203837	0.964741923	0.999652389
DTHD1	0.048375718	-0.489720982	3.819700862	-0.12820925	0.89798338	0.999652389
DTL	11.57406085	1.101111967	1.148061752	0.959105175	0.337505764	0.999652389
DTNA	10.26388205	0.890785509	1.053312215	0.845699401	0.397720457	0.999652389
DTNB	4.893290388	-2.648619786	1.897387676	-1.395929688	0.162735669	0.999652389
DTNBP1	18.24164319	0.663066647	0.491867424	1.348059691	0.177639185	0.999652389
DTWD1	26.09927185	0.697333779	0.606844698	1.149114067	0.250508949	0.999652389
DTX1	1.780548925	3.168199809	3.785181372	0.837000793	0.402592122	0.999652389
DTX2	25.40647996	-0.570886481	0.324836625	-1.757457251	0.078839902	0.999652389
DTX3	38.47473521	0.260172605	0.64799804	0.401502149	0.688050457	0.999652389
DTX3L	76.94199607	-0.102047404	0.446253344	-0.228675942	0.819120795	0.999652389
DTX4	12.65923001	0.39169542	0.922315732	0.424686912	0.671064926	0.999652389
DTYMK	23.61883409	0.07224126	0.609105763	0.118602161	0.905590553	0.999652389
DUOX1	5.920001304	-0.787768893	1.304222177	-0.604014337	0.545834111	0.999652389
DUOX2	0.61513175	-0.348744522	2.576259004	-0.13536858	0.892320465	0.999652389
DUOXA1	0.671967152	1.25386118	2.854582006	0.439245107	0.660483944	0.999652389
DUOXA2	0.04327623	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
DUS1L	40.62125216	-0.136211244	0.660433932	-0.206245072	0.836599482	0.999652389
DUS2	4.470908244	-0.401167636	1.353926105	-0.296299506	0.767001363	0.999652389
DUS3L	10.53252293	-0.594875385	0.898219523	-0.662282849	0.507789967	0.999652389
DUS4L	0.303112352	-0.323923254	3.798171256	-0.085284004	0.932035608	0.999652389
DUSP1	199.0473666	0.25111011	0.48748604	0.515112412	0.606474469	0.999652389
DUSP10	26.14093186	1.250618318	0.915951084	1.365376754	0.172134666	0.999652389
DUSP11	17.70830985	0.142360692	0.536649578	0.265276817	0.790796222	0.999652389
DUSP12	7.451303966	1.12090181	1.126997902	0.994590857	0.319935296	0.999652389
DUSP14	55.77813654	-0.191048495	0.476983322	-0.400534957	0.688762541	0.999652389
DUSP15	0.692373762	-3.149693216	3.734347496	-0.843438705	0.398983133	0.999652389
DUSP16	26.0726926	-0.402395216	0.448372749	-0.897456895	0.369475165	0.999652389
DUSP18	14.67232925	-0.597584771	0.796756897	-0.750021459	0.45324178	0.999652389
DUSP19	9.479281115	-0.364790989	0.641954144	-0.568250852	0.569864646	0.999652389
DUSP2	3.307088316	-1.082244679	1.392858914	-0.776995192	0.437161607	0.999652389
DUSP22	25.24054134	-0.05986716	0.698773081	-0.08567468	0.93172503	0.999652389
DUSP23	5.787136903	0.074810626	1.038889338	0.072010197	0.942593793	0.999652389
DUSP26	0.330036033	-0.281203331	3.80112827	-0.073978911	0.941027166	0.999652389
DUSP28	5.860465974	-0.080647244	0.786143665	-0.102585886	0.918291645	0.999652389
DUSP3	88.25426471	0.460419281	0.364182581	1.264253989	0.206138878	0.999652389
DUSP4	46.62177382	0.838750592	1.048151875	0.800218567	0.423584174	0.999652389
DUSP5	28.26887576	0.901486259	0.810853218	1.111774905	0.266234944	0.999652389
DUSP6	28.89363448	1.619115513	0.734600624	2.204075874	0.027519009	0.999652389
DUSP7	46.8106182	0.323842315	0.466136803	0.694736636	0.487220364	0.999652389
DUSP8	6.77857059	-0.242381436	0.96019026	-0.252430634	0.800708224	0.999652389
DUSP9	0.454945321	-3.985847017	3.753576875	-1.061879682	0.28829031	0.999652389
DUT	21.91705112	0.014800172	0.615806746	0.024033793	0.980825654	0.999652389
DUX4	1.654390774	2.307476713	1.962694436	1.175667832	0.239727638	0.999652389
DUXA	0.530427152	1.142969932	2.636905868	0.433451169	0.664687033	0.999652389
DUXB	0.434103572	0.964623083	3.587423277	0.268890233	0.788014153	0.999652389
DVL1	117.1770769	0.027664087	0.391076728	0.070738258	0.943606071	0.999652389
DVL2	53.37471338	-0.029236279	0.399790833	-0.073128939	0.941703513	0.999652389
DVL3	137.3958867	-0.260102728	0.293084941	-0.887465344	0.374828417	0.999652389
DXO	8.408987183	0.582196791	1.015401515	0.573366085	0.566396849	0.999652389
DYDC1	0.30807289	0.171363285	3.798830489	0.045109485	0.964020041	0.999652389
DYDC2	2.797709747	1.790599769	1.603399763	1.116751923	0.26410041	0.999652389
DYM	35.70854215	0.277559201	0.31186347	0.890002288	0.373464657	0.999652389
DYNAP	4.394090844	-0.901348439	0.797298429	-1.130503216	0.258264244	0.999652389
DYNC1I1	5.961036036	0.972258554	0.947278332	1.02637052	0.304716968	0.999652389
DYNC1I2	85.34174119	0.365684385	0.321134009	1.138728302	0.254816495	0.999652389
DYNC1LI1	30.48832669	0.399805031	0.471383797	0.848151832	0.396353419	0.999652389
DYNC1LI2	98.52873099	0.361354881	0.269384021	1.341411711	0.179786817	0.999652389
DYNC2H1	72.86362171	0.412638325	0.552113096	0.747380072	0.454834171	0.999652389
DYNC2LI1	7.000864862	-0.699697354	0.851693785	-0.821536293	0.41134086	0.999652389
DYNLL2	124.2508632	-0.16114572	0.222981424	-0.722686748	0.469872359	0.999652389
DYNLRB1	60.77684987	0.866006671	0.394446682	2.195497414	0.028127936	0.999652389
DYNLT1	24.22781615	0.354573129	0.47676598	0.743704762	0.457055108	0.999652389
DYNLT3	14.94294056	1.634175069	0.707136672	2.310974856	0.020834244	0.999652389
DYRK1A	105.761704	-0.050847738	0.285201634	-0.178286978	0.858497605	0.999652389
DYRK1B	12.8257986	0.486368482	0.664070917	0.73240443	0.463921755	0.999652389
DYRK2	64.94008176	0.44682236	0.372387338	1.199886018	0.230183611	0.999652389
DYRK3	69.8916956	0.772739634	0.494057678	1.564067655	0.117801681	0.999652389
DYRK4	0.53982256	2.06373714	2.897255644	0.712307574	0.476274335	0.999652389
DYSF	9.914824173	-0.538860701	1.252443976	-0.430247349	0.667015722	0.999652389
DYTN	0.08655246	0.641019459	3.819700862	0.167819283	0.866725452	0.999652389
DZANK1	5.280103592	-0.363601419	0.991916862	-0.36656441	0.71394396	0.999652389
DZIP1	63.05595717	-0.238034783	0.335593881	-0.709294171	0.478141945	0.999652389
DZIP1L	25.04092549	-0.425248029	0.511603378	-0.831206454	0.405857009	0.999652389
DZIP3	16.82085876	0.084566128	0.627476308	0.134771827	0.892792282	0.999652389
E2F1	43.18941956	0.174946028	0.748857476	0.233617255	0.815282131	0.999652389
E2F3	33.09541786	0.10780722	0.497116369	0.216865159	0.82831343	0.999652389
E2F4	33.89144771	-0.361874795	0.396131393	-0.913522132	0.360967999	0.999652389
E2F5	3.253180612	-0.573590034	1.453702176	-0.394571903	0.693158853	0.999652389
E2F6	2.870707186	-1.341966867	2.385027304	-0.562663105	0.573664312	0.999652389
E2F7	31.35762187	0.751003561	0.96874314	0.775234971	0.438200827	0.999652389
E2F8	6.630073964	1.027941395	0.974192454	1.055172816	0.291346295	0.999652389
E4F1	15.9616852	0.198407457	0.574853433	0.345144425	0.729985797	0.999652389
EAF1	32.07947216	0.49777071	0.473239601	1.051836552	0.292874546	0.999652389
EAF2	0.041271019	0.298409385	3.819617478	0.078125463	0.937728252	0.999652389
EAPP	14.27384639	-0.043219434	0.479554031	-0.090124223	0.928188501	0.999652389
EARS2	18.68655922	0.709337482	0.929211071	0.763376056	0.445239156	0.999652389
EBAG9	7.495219225	0.959025618	0.773480421	1.239883508	0.215018485	0.999652389
EBF1	36.43924448	-0.338210549	0.831973769	-0.40651588	0.684363592	0.999652389
EBF2	42.85524915	-1.7295879	1.017971171	-1.699053911	0.089309026	0.999652389
EBF3	63.1429842	-1.350700333	0.86289749	-1.565307986	0.117510711	0.999652389
EBF4	0.853208148	-2.492036037	2.834692015	-0.879120562	0.37933591	0.999652389
EBLN2	6.35008437	0.49187435	1.087044811	0.452487648	0.650917718	0.999652389
EBNA1BP2	31.4747481	-0.116063398	0.80704342	-0.143813077	0.885648076	0.999652389
EBP	17.59532622	0.669782585	1.239151772	0.540516989	0.588840548	0.999652389
EBPL	5.020346706	-0.708920695	1.195268496	-0.593105815	0.553110339	0.999652389
ECD	21.25597561	0.237612104	0.678177118	0.350368802	0.726061937	0.999652389
ECE1	201.8747977	-0.435498481	0.414342894	-1.051058164	0.293231877	0.999652389
ECE2	0.4614821	2.029513094	3.79737992	0.534450894	0.593029615	0.999652389
ECEL1	1.097028932	1.199655288	2.889918666	0.415117319	0.678056022	0.999652389
ECH1	33.62245212	0.495267681	0.574141376	0.862623218	0.388344661	0.999652389
ECHDC1	26.99238175	0.770400702	0.54409303	1.415935621	0.156794354	0.999652389
ECHDC3	1.211495047	0.29625318	1.721013661	0.172138773	0.863328431	0.999652389
ECHS1	51.68038902	0.184112776	0.400421127	0.459797857	0.645661321	0.999652389
ECI1	18.91003705	-0.530988643	0.593936879	-0.894015276	0.371313718	0.999652389
ECI2	24.92442189	0.002155955	0.723441767	0.002980137	0.997622198	0.999652389
ECM1	249.3442095	0.434903872	0.717926561	0.60577766	0.544662406	0.999652389
ECM2	26.97140052	-0.184868858	0.871541227	-0.212117169	0.832015626	0.999652389
ECPAS	200.4223202	-0.288278655	0.273452871	-1.054216966	0.291783594	0.999652389
ECSCR	0.221235706	1.260033825	3.813772811	0.330390374	0.741105014	0.999652389
ECSIT	16.10668665	0.138986365	0.580766212	0.239315514	0.810860936	0.999652389
ECT2	48.45931449	0.596393106	0.544669073	1.094964146	0.273532345	0.999652389
ECT2L	1.902198769	0.685090515	1.611207509	0.425203154	0.670688585	0.999652389
EDA	3.233557564	4.733301403	2.022526232	2.340291724	0.019268682	0.999652389
EDA2R	13.99948671	0.163607928	0.927693424	0.176359909	0.860011199	0.999652389
EDARADD	0.530014088	1.459392178	3.790785317	0.384984128	0.700249175	0.999652389
EDC3	35.54543359	-0.072458246	0.542892489	-0.133467027	0.89382404	0.999652389
EDC4	29.41391286	-0.925893317	0.883885067	-1.047526824	0.294856667	0.999652389
EDDM13	0.25998961	-1.432545508	3.803707179	-0.376618241	0.70645733	0.999652389
EDEM1	102.0107566	-0.401310165	0.346474951	-1.158266028	0.24675549	0.999652389
EDEM2	31.39358863	0.223753904	0.385377557	0.580609586	0.56150361	0.999652389
EDEM3	49.38167709	0.43241059	0.367576757	1.176381754	0.23944236	0.999652389
EDF1	79.42200441	0.293574342	0.323918717	0.90632102	0.364765963	0.999652389
EDIL3	108.6196844	1.469342422	0.774180809	1.897931858	0.057705059	0.999652389
EDN1	9.800160638	0.024819484	1.063511964	0.023337287	0.981381229	0.999652389
EDNRA	4.909917548	1.309831683	1.722219399	0.760548676	0.446926685	0.999652389
EDNRB	0.417637176	-0.131337181	3.628161238	-0.036199378	0.971123382	0.999652389
EDRF1	7.039893649	-0.259235078	0.820087032	-0.316106789	0.751921454	0.999652389
EEA1	98.20621112	0.191909272	0.414766684	0.462692109	0.643585075	0.999652389
EED	12.34148682	-0.645807767	0.56771307	-1.137560153	0.255304193	0.999652389
EEF1A1	5856.632401	0.472754717	0.287064673	1.646857871	0.099587263	0.999652389
EEF1A2	21.29117462	0.405895243	3.685187098	0.110142371	0.912296466	0.999652389
EEF1AKMT1	2.664844334	0.85702588	1.272490335	0.67350286	0.50062743	0.999652389
EEF1AKMT2	6.407133104	-0.228373699	0.988066265	-0.231131967	0.817212282	0.999652389
EEF1AKMT3	14.82772503	-0.589880651	0.666277756	-0.885337452	0.375974656	0.999652389
